"Perioden";"Regio's";"Bevolking/Bevolkingssamenstelling op 1 januari/Leeftijd/Leeftijdsgroepen, relatief/Jonger dan 5 jaar (%)";"Bevolking/Bevolkingssamenstelling op 1 januari/Leeftijd/Leeftijdsgroepen, relatief/5 tot 10 jaar (%)";"Bevolking/Bevolkingssamenstelling op 1 januari/Leeftijd/Leeftijdsgroepen, relatief/10 tot 15 jaar (%)";"Bevolking/Bevolkingssamenstelling op 1 januari/Leeftijd/Leeftijdsgroepen, relatief/15 tot 20 jaar (%)";"Bevolking/Bevolkingssamenstelling op 1 januari/Leeftijd/Leeftijdsgroepen, relatief/20 tot 25 jaar (%)";"Bevolking/Bevolkingssamenstelling op 1 januari/Leeftijd/Leeftijdsgroepen, relatief/25 tot 45 jaar (%)";"Bevolking/Bevolkingssamenstelling op 1 januari/Leeftijd/Leeftijdsgroepen, relatief/45 tot 65 jaar (%)";"Bevolking/Bevolkingssamenstelling op 1 januari/Leeftijd/Leeftijdsgroepen, relatief/65 tot 80 jaar (%)";"Bevolking/Bevolkingssamenstelling op 1 januari/Leeftijd/Leeftijdsgroepen, relatief/80 jaar of ouder (%)";"Bevolking/Bevolkingssamenstelling op 1 januari/Migratieachtergrond/Migratieachtergrond, relatief/Met migratieachtergrond/Totaal met migratieachtergrond (%)";"Bevolking/Bevolkingssamenstelling op 1 januari/Migratieachtergrond/Migratieachtergrond, relatief/Met migratieachtergrond/Westerse migratieachtergrond (%)";"Bevolking/Bevolkingssamenstelling op 1 januari/Migratieachtergrond/Migratieachtergrond, relatief/Met migratieachtergrond/Niet-westerse migratieachtergrond/Totaal niet-westerse migratieachtergrond (%)";"Bevolking/Bevolkingssamenstelling op 1 januari/Migratieachtergrond/Migratieachtergrond, relatief/Met migratieachtergrond/Niet-westerse migratieachtergrond/Marokko (%)";"Bevolking/Bevolkingssamenstelling op 1 januari/Migratieachtergrond/Migratieachtergrond, relatief/Met migratieachtergrond/Niet-westerse migratieachtergrond/(voormalige) Nederlandse Antillen, Aruba (%)";"Bevolking/Bevolkingssamenstelling op 1 januari/Migratieachtergrond/Migratieachtergrond, relatief/Met migratieachtergrond/Niet-westerse migratieachtergrond/Suriname (%)";"Bevolking/Bevolkingssamenstelling op 1 januari/Migratieachtergrond/Migratieachtergrond, relatief/Met migratieachtergrond/Niet-westerse migratieachtergrond/Turkije (%)";"Bevolking/Bevolkingssamenstelling op 1 januari/Migratieachtergrond/Migratieachtergrond, relatief/Met migratieachtergrond/Niet-westerse migratieachtergrond/Overig niet-westerse migratieachtergrond (%)";"Bevolking/Particuliere huishoudens/Gemiddelde huishoudensgrootte (personen per 1 huishouden)";"Bouwen en wonen/Waarde onroerende zaken/Gemiddelde woningwaarde (1 000 euro)"
"1997";"Achtkarspelen";6,4;6,8;7,1;7,7;6,8;30,3;23,3;9;2,6;2,8;2;0,8;0;0;0;0;0,7;2,67;60
"1998";"Achtkarspelen";6,3;6,7;7;7,4;6,7;30,3;23,8;9,2;2,5;2,8;2;0,8;0;0;0,1;0;0,7;2,63;61
"1999";"Achtkarspelen";6,4;6,6;7;7,3;6,3;30,2;24,3;9,5;2,5;3;2;0,9;0;0;0,1;0;0,8;2,6;62
"2000";"Achtkarspelen";6,4;6,3;7;7,2;6,3;30;24,6;9,7;2,4;2,8;1,9;0,9;0;0;0,1;0;0,8;2,58;62
"2001";"Achtkarspelen";6,4;6,3;6,9;7,1;6,2;29,7;25;9,7;2,6;2,8;1,9;0,9;0;0;0,1;0;0,8;2,57;100
"2002";"Achtkarspelen";6,6;6,2;6,8;6,8;6,5;29,1;25,4;9,9;2,7;2,9;1,9;0,9;0;0;0,1;0;0,8;2,56;100
"2003";"Achtkarspelen";6,7;6,3;6,6;6,7;6,3;28,8;25,7;10,2;2,7;2,8;2;0,9;0;0;0,1;0;0,7;2,55;101
"2004";"Achtkarspelen";6,9;6,2;6,5;6,7;6,3;28,4;25,9;10,3;2,8;2,8;2;0,9;0;0;0,1;0;0,7;2,54;101
"2005";"Achtkarspelen";6,8;6,4;6,2;6,7;6,2;27,9;26,3;10,6;3;2,9;2;0,9;0;0;0,1;0;0,7;2,52;154
"2006";"Achtkarspelen";6,7;6,4;6,2;6,7;6;27,6;26,5;10,7;3,1;3;2;1;0;0,1;0,1;0;0,7;2,51;155
"2007";"Achtkarspelen";6,6;6,6;6,1;6,6;5,7;27,4;27;10,8;3,1;3;2;1;0;0;0,1;0;0,8;2,5;180
"2008";"Achtkarspelen";6,6;6,7;6,1;6,4;5,7;27;27,2;11,1;3,2;3,1;2,1;1;0;0;0,1;0;0,8;2,48;196
"2009";"Achtkarspelen";6,5;6,8;6,1;6,2;5,8;26,6;27,5;11,1;3,4;3,1;2,1;1;0;0;0,1;0;0,8;2,47;202
"2010";"Achtkarspelen";6,4;6,8;6,3;6;5,8;26,2;27,5;11,6;3,5;3,1;2,1;1;0,1;0;0,1;0;0,8;2,45;197
"2011";"Achtkarspelen";6,3;6,8;6,3;6;5,9;25,4;27,7;11,9;3,6;3,2;2,1;1,1;0,1;0,1;0,1;0;0,9;2,45;194
"2012";"Achtkarspelen";6,1;6,7;6,5;6;5,8;25;27,7;12,5;3,7;3,4;2,1;1,2;0,1;0,1;0,1;0;0,9;2,44;190
"2013";"Achtkarspelen";5,9;6,7;6,7;6,1;5,6;24,7;27,8;12,9;3,7;3,5;2,2;1,3;0,1;0,1;0,1;0;1;2,42;180
"2014";"Achtkarspelen";5,6;6,7;6,8;6,1;5,5;24,2;27,9;13,4;3,8;3,6;2,2;1,4;0,1;0,1;0,1;0;1,1;2,41;165
"2015";"Achtkarspelen";5,5;6,5;6,8;6,1;5,3;24;27,9;13,9;3,9;3,7;2,1;1,5;0,1;0,1;0,1;0;1,3;2,4;160
"2016";"Achtkarspelen";5,3;6,5;6,9;6,2;5,3;23,7;27,9;14,2;4;4;2,2;1,8;0,1;0,1;0,1;0;1,5;2,39;159
"2017";"Achtkarspelen";5,3;6,3;6,7;6,4;5,3;23;28,3;14,6;4,1;4,1;2,2;1,9;0;0,1;0,1;0;1,7;2,38;164
"2018";"Achtkarspelen";5,2;6,1;6,7;6,6;5,3;22,6;28,3;14,9;4,2;4,2;2,2;2;0,1;0,1;0,1;0;1,8;2,37;171
"2019";"Achtkarspelen";5,1;5,9;6,7;6,8;5,3;22,2;28,4;15,3;4,3;4,5;2,3;2,2;0,1;0,1;0,1;0;1,9;2,36;181
"2020";"Achtkarspelen";5,1;5,8;6,6;6,9;5,3;22,2;28,2;15,5;4,5;4,5;2,3;2,2;0,1;0,1;0,1;0;1,9;2,35;191
"2021";"Achtkarspelen";5;5,5;6,5;6,8;5,5;22,2;27,9;15,9;4,6;4,5;2,4;2,2;0,1;0,1;0,1;0;1,8;2,34;
"1995";"Akersloot";7,9;7,2;5,2;5,2;7,2;31,6;26,1;8;1,5;;;;;;;;;2,73;
"1996";"Akersloot";7,9;7,3;5,3;5,3;6,1;31,2;26,8;8,4;1,7;5,4;4,3;1,2;0;0,2;0,1;0;0,8;2,71;
"1997";"Akersloot";7,8;7,5;5,7;5;5,5;31,3;26,5;9;1,6;5,6;4,4;1,2;0;0,2;0,2;0;0,8;2,69;109
"1998";"Akersloot";7,5;7,8;5,9;5,2;5,1;31,4;26,3;9,2;1,8;5,7;4,4;1,3;0;0,2;0,2;0;0,9;2,69;109
"1999";"Akersloot";7,4;7,9;6,2;5,1;4,6;30,9;26,5;9,6;1,9;6;4,7;1,4;0;0,2;0,2;0;0,9;2,69;109
"2000";"Akersloot";7,4;7,7;6,9;5,3;4;30,4;26,5;10,1;1,8;6,4;4,7;1,6;0;0,2;0,2;0;1,2;2,66;109
"2001";"Akersloot";7,4;7,5;7,3;5,2;4,2;30,3;25,8;10,4;2;6,9;5,2;1,7;0;0,3;0,2;0;1,2;2,63;172
"2002";"Akersloot";;;;;;;;;;;;;;;;;;;
"2003";"Akersloot";;;;;;;;;;;;;;;;;;;
"2004";"Akersloot";;;;;;;;;;;;;;;;;;;
"2005";"Akersloot";;;;;;;;;;;;;;;;;;;
"2006";"Akersloot";;;;;;;;;;;;;;;;;;;
"2007";"Akersloot";;;;;;;;;;;;;;;;;;;
"2008";"Akersloot";;;;;;;;;;;;;;;;;;;
"2009";"Akersloot";;;;;;;;;;;;;;;;;;;
"2010";"Akersloot";;;;;;;;;;;;;;;;;;;
"2011";"Akersloot";;;;;;;;;;;;;;;;;;;
"2012";"Akersloot";;;;;;;;;;;;;;;;;;;
"2013";"Akersloot";;;;;;;;;;;;;;;;;;;
"2014";"Akersloot";;;;;;;;;;;;;;;;;;;
"2015";"Akersloot";;;;;;;;;;;;;;;;;;;
"2016";"Akersloot";;;;;;;;;;;;;;;;;;;
"2017";"Akersloot";;;;;;;;;;;;;;;;;;;
"2018";"Akersloot";;;;;;;;;;;;;;;;;;;
"2019";"Akersloot";;;;;;;;;;;;;;;;;;;
"2020";"Akersloot";;;;;;;;;;;;;;;;;;;
"2021";"Akersloot";;;;;;;;;;;;;;;;;;;
"1995";"Alblasserdam";7,5;6,6;5,8;5,6;7,1;29,2;24,1;11,4;2,7;;;;;;;;;2,55;
"1996";"Alblasserdam";7,4;6,6;6;5,6;6,6;29,1;24,2;11,5;2,9;12,5;7,6;5;0,4;0,3;0,3;2,9;0,9;2,54;
"1997";"Alblasserdam";7,2;6,8;6;5,5;6,5;29,5;24,1;11,4;3;12,6;7,6;5;0,4;0,3;0,3;3;0,9;2,53;70
"1998";"Alblasserdam";7,2;6,9;6,1;5,4;6;29,7;24,1;11,4;3,2;12,5;7,5;5;0,5;0,3;0,3;3;0,9;2,52;71
"1999";"Alblasserdam";7,1;7,2;6,2;5,2;5,6;30,1;24;11,3;3,3;12,8;7,6;5,2;0,5;0,3;0,3;3;1,1;2,51;72
"2000";"Alblasserdam";7,2;7,2;6,2;5,5;5,5;30;23,8;11,4;3,2;12,9;7,5;5,4;0,6;0,3;0,4;3;1,2;2,51;72
"2001";"Alblasserdam";7,2;7,2;6,3;5,6;5,4;30,1;23,8;11;3,4;13;7,5;5,6;0,6;0,3;0,4;3;1,2;2,5;117
"2002";"Alblasserdam";7,3;7,1;6,5;5,5;5,2;29,9;23,8;11,1;3,6;13,1;7,4;5,7;0,6;0,4;0,4;3;1,3;2,51;118
"2003";"Alblasserdam";7,4;7;6,6;5,7;5;29,5;23,9;11,3;3,6;13,1;7,3;5,7;0,6;0,4;0,4;3;1,3;2,51;119
"2004";"Alblasserdam";7,4;6,9;6,8;5,9;4,9;28,8;23,9;11,7;3,8;13,2;7,3;5,9;0,6;0,4;0,4;3;1,4;2,51;120
"2005";"Alblasserdam";7,2;6,9;6,9;5,8;5,2;28;24;11,9;4;13;7,1;5,9;0,6;0,3;0,4;3,1;1,5;2,5;179
"2006";"Alblasserdam";7,3;6,8;6,8;6;5,4;27,4;24,1;12;4,2;12,7;6,9;5,9;0,6;0,3;0,4;3;1,5;2,49;184
"2007";"Alblasserdam";7,1;7;6,7;6;5,4;27,2;24;12,2;4,4;12,7;6,8;5,9;0,7;0,4;0,4;3;1,6;2,48;201
"2008";"Alblasserdam";6,9;7,1;6,7;6,2;5,3;26,9;24,2;12,3;4,4;12,8;6,7;6,1;0,7;0,4;0,4;3;1,6;2,48;217
"2009";"Alblasserdam";6,9;7,2;6,6;6,3;5,5;26,5;24,1;12,4;4,5;12,7;6,6;6,1;0,7;0,4;0,4;3;1,6;2,48;225
"2010";"Alblasserdam";6,7;7,2;6,6;6,4;5,4;26,2;24,4;12,5;4,7;12,7;6,5;6,2;0,7;0,4;0,4;3;1,7;2,48;222
"2011";"Alblasserdam";6,8;7,2;6,5;6,4;5,5;25,6;24,9;12,6;4,6;12,8;6,6;6,2;0,7;0,4;0,4;3;1,8;2,47;219
"2012";"Alblasserdam";6,9;7;6,6;6,3;5,7;24,8;24,9;13,1;4,7;13;6,6;6,5;0,7;0,4;0,5;2,9;2;2,46;215
"2013";"Alblasserdam";6,9;6,7;6,6;6,3;5,9;24,3;24,8;13,7;4,8;13,2;6,7;6,5;0,8;0,4;0,5;2,9;2;2,46;205
"2014";"Alblasserdam";6,6;6,7;6,9;6,2;6,1;23,9;24,8;14;4,9;13,2;6,6;6,6;0,8;0,4;0,5;2,9;2,1;2,47;194
"2015";"Alblasserdam";6,7;6,6;6,8;6,2;6;23,6;25;14,3;4,9;13,4;6,7;6,7;0,8;0,4;0,5;2,9;2,1;2,47;190
"2016";"Alblasserdam";6,5;6,6;6,9;6,1;5,9;23,5;25,2;14,3;4,9;13,6;6,7;6,9;0,8;0,6;0,5;2,8;2,2;2,46;194
"2017";"Alblasserdam";6,4;6,7;6,6;6,4;6;23,3;25,3;14,3;5;13,9;6,7;7,2;0,8;0,6;0,5;2,8;2,5;2,46;198
"2018";"Alblasserdam";6,3;6,7;6,4;6,4;5,8;23,2;25,6;14,5;5;14,4;6,7;7,7;0,9;0,7;0,5;2,8;2,8;2,44;204
"2019";"Alblasserdam";6,3;6,6;6,4;6,5;5,8;22,6;26;14,5;5,3;14,7;6,9;7,8;1;0,7;0,5;2,7;2,8;2,44;217
"2020";"Alblasserdam";6,2;6,6;6,5;6,5;5,8;22,7;26;14,3;5,4;15,1;7;8,1;1;0,8;0,5;2,8;3;2,43;234
"2021";"Alblasserdam";5,9;6,4;6,5;6,6;5,7;22,8;26,2;14,5;5,5;15,4;7;8,4;0,9;0,8;0,6;2,9;3,2;2,42;
"1995";"Albrandswaard";6,8;6,1;5,2;5,2;5,1;32;25,3;11,4;2,9;;;;;;;;;2,52;
"1996";"Albrandswaard";6,7;6,6;4,9;5,3;4,8;31,8;25,3;11,6;3;9,4;6,9;2,6;0,1;0,3;0,9;0;1,3;2,53;
"1997";"Albrandswaard";6,4;6,8;5,1;5;4,7;31,3;25,8;11,8;3;9,5;6,9;2,6;0,2;0,3;0,9;0;1,3;2,52;98
"1998";"Albrandswaard";6,1;7,1;5,4;5,1;4,2;31,2;26;11,8;3,1;9,8;6,9;2,9;0,2;0,4;1;0;1,4;2,52;96
"1999";"Albrandswaard";6,1;7,1;5,8;5,1;4;31,1;26;11,6;3,2;10,3;6,9;3,4;0,2;0,4;1,1;0,1;1,7;2,51;97
"2000";"Albrandswaard";6,2;7;6,1;5;3,9;31,3;26,2;11,2;3,2;10,8;6,9;3,9;0,2;0,3;1,3;0,1;1,9;2,51;96
"2001";"Albrandswaard";6,5;6,8;6,5;4,8;4,1;32,4;25,5;10,4;3,1;11,7;7,1;4,6;0,2;0,4;1,7;0,2;2,1;2,5;154
"2002";"Albrandswaard";6,5;6,7;6,6;4,8;4;32;26,1;10,3;3;11,8;7,3;4,5;0,2;0,4;1,7;0,2;1,9;2,51;153
"2003";"Albrandswaard";6,7;6,7;6,7;5;3,9;31,7;26,3;10;3,1;12,7;7,2;5,5;0,3;0,5;2,2;0,4;2,1;2,51;157
"2004";"Albrandswaard";6,7;6,6;6,7;5,3;4;31,1;26,5;10;3,1;13,4;7,2;6,2;0,3;0,5;2,7;0,5;2,1;2,5;157
"2005";"Albrandswaard";6,8;6,5;6,6;5,4;4;30,5;27,4;9,9;3;13,7;7,2;6,6;0,4;0,5;2,9;0,6;2,1;2,49;241
"2006";"Albrandswaard";6,6;6,5;6,5;5,9;3,8;30;28;9,9;2,9;14,3;7,2;7;0,4;0,6;3,1;0,8;2,2;2,49;241
"2007";"Albrandswaard";6,6;6,6;6,4;5,9;3,9;29,5;28,2;9,9;3;14,6;7,1;7,5;0,5;0,6;3,2;0,9;2,3;2,49;261
"2008";"Albrandswaard";6,4;6,6;6,3;6,1;3,9;28,8;28,9;9,8;3,3;15,4;7,2;8,1;0,5;0,7;3,3;1,1;2,4;2,47;275
"2009";"Albrandswaard";6,5;6,6;6,2;6,1;4,2;28,2;29;9,9;3,3;16,1;7,4;8,7;0,6;0,8;3,5;1,3;2,6;2,48;284
"2010";"Albrandswaard";6,4;6,8;6,1;6;4,4;28;29,1;9,9;3,3;17,1;7,5;9,6;0,6;1,1;3,9;1,4;2,6;2,47;287
"2011";"Albrandswaard";6,5;6,8;6,2;5,8;4,5;27,2;29,7;10;3,4;17,4;7,4;10;0,7;1,1;4,1;1,4;2,8;2,46;280
"2012";"Albrandswaard";6,2;6,8;6,4;5,6;4,6;26,8;29,5;10,6;3,5;17,7;7,4;10,3;0,7;1,1;4,1;1,4;3;2,45;277
"2013";"Albrandswaard";6,1;6,8;6,5;5,7;4,6;25,9;29,7;11,2;3,5;18,2;7,6;10,6;0,8;1,1;4,1;1,5;3,2;2,45;266
"2014";"Albrandswaard";5,8;6,9;6,5;5,7;4,5;25,2;29,9;11,8;3,7;18,5;7,6;10,9;0,8;1,1;4,1;1,6;3,3;2,44;254
"2015";"Albrandswaard";5,7;6,7;6,8;5,7;4,5;24,1;30,5;12,2;3,8;19,1;7,6;11,5;0,9;1,2;4,2;1,7;3,5;2,43;246
"2016";"Albrandswaard";5,4;6,7;6,9;5,9;4,4;23,6;30,8;12,5;3,8;19,3;7,5;11,8;0,9;1,2;4,2;1,8;3,7;2,43;248
"2017";"Albrandswaard";5,5;6,5;6,7;6,2;4,4;23,5;30,8;12,6;3,8;19,7;7,6;12,1;1;1,2;4,2;1,8;3,9;2,43;254
"2018";"Albrandswaard";5,3;6,4;6,7;6,4;4,5;23;31;12,9;3,8;20,2;7,7;12,6;1,1;1,2;4,2;1,8;4,3;2,43;266
"2019";"Albrandswaard";5,1;6,2;6,8;6,4;4,7;22,6;31,1;13,2;3,9;20,8;7,8;13;1,2;1,3;4,2;1,8;4,6;2,43;287
"2020";"Albrandswaard";4,9;6,1;6,7;6,5;4,8;22,3;31,1;13,5;3,9;21,5;7,9;13,6;1,2;1,4;4,3;1,8;4,8;2,4;312
"2021";"Albrandswaard";4,9;6,1;6,7;6,5;4,8;22,2;31;13,8;3,9;22,4;8;14,4;1,3;1,5;4,4;1,9;5,3;2,43;
"1995";"Alkemade";7,6;7,1;6,9;6,5;7;33,6;21,7;7,9;1,7;;;;;;;;;2,74;
"1996";"Alkemade";7,5;7,1;6,8;6,6;6,4;33,5;22,3;8,1;1,8;5,3;3,4;1,9;0,3;0,1;0,2;0,1;1,2;2,73;
"1997";"Alkemade";7,2;7,2;6,8;6,6;6;33;22,8;8,5;1,9;5,4;3,5;1,9;0,3;0,1;0,3;0,1;1,2;2,72;110
"1998";"Alkemade";6,8;7,5;6,7;6,8;5,9;32,3;23,3;8,7;2,1;5,4;3,5;2;0,3;0,1;0,2;0,1;1,3;2,7;108
"1999";"Alkemade";6,6;7,7;6,6;6,6;5,8;31,9;23,7;9,1;2;5,6;3,6;2;0,3;0,1;0,2;0,1;1,3;2,69;110
"2000";"Alkemade";6,7;7,2;6,8;6,6;5,8;31;24,4;9,3;2,2;5,4;3,4;2,1;0,3;0,1;0,2;0,1;1,3;2,66;110
"2001";"Alkemade";6,6;7,3;6,9;6,5;5,7;30,3;24,9;9,4;2,3;5,8;3,6;2,3;0,3;0,1;0,3;0,1;1,5;2,65;179
"2002";"Alkemade";6,5;7,1;7;6,6;5,8;29,5;25,6;9,5;2,4;5,7;3,4;2,3;0,3;0,1;0,2;0,1;1,5;2,65;180
"2003";"Alkemade";6,5;6,9;7,3;6,4;5,8;29;26,1;9,5;2,6;6;3,5;2,4;0,4;0,1;0,3;0;1,6;2,64;181
"2004";"Alkemade";6,3;6,6;7,6;6,2;5,8;28,3;26,8;9,7;2,6;6,1;3,5;2,6;0,4;0,1;0,3;0;1,7;2,62;181
"2005";"Alkemade";6,4;6,6;7,3;6,5;5,7;27,5;27,4;10;2,7;6,2;3,6;2,6;0,4;0,2;0,3;0;1,7;2,62;264
"2006";"Alkemade";6;6,6;7,2;6,5;5,6;27;27,9;10,4;2,8;6,4;3,8;2,6;0,4;0,2;0,3;0,1;1,7;2,6;264
"2007";"Alkemade";5,7;6,7;7,1;6,7;5,5;26;28,6;10,6;3;6,4;3,9;2,6;0,4;0,1;0,3;0,1;1,7;2,57;283
"2008";"Alkemade";5,3;6,8;6,8;7,1;5,4;25,4;29,2;10,8;3,2;6,5;4;2,5;0,4;0,1;0,4;0,1;1,6;2,56;284
"2009";"Alkemade";;;;;;;;;;;;;;;;;;;
"2010";"Alkemade";;;;;;;;;;;;;;;;;;;
"2011";"Alkemade";;;;;;;;;;;;;;;;;;;
"2012";"Alkemade";;;;;;;;;;;;;;;;;;;
"2013";"Alkemade";;;;;;;;;;;;;;;;;;;
"2014";"Alkemade";;;;;;;;;;;;;;;;;;;
"2015";"Alkemade";;;;;;;;;;;;;;;;;;;
"2016";"Alkemade";;;;;;;;;;;;;;;;;;;
"2017";"Alkemade";;;;;;;;;;;;;;;;;;;
"2018";"Alkemade";;;;;;;;;;;;;;;;;;;
"2019";"Alkemade";;;;;;;;;;;;;;;;;;;
"2020";"Alkemade";;;;;;;;;;;;;;;;;;;
"2021";"Alkemade";;;;;;;;;;;;;;;;;;;
"1995";"Alkmaar";6,5;6,7;6,4;6,2;7,5;33,9;20,7;9,4;2,7;;;;;;;;;2,27;
"1996";"Alkmaar";6,3;6,6;6,3;6,2;7,1;33,8;21,2;9,6;2,8;18,9;9,5;9,4;1,3;1,2;1,5;2,5;2,9;2,26;
"1997";"Alkmaar";6,1;6,6;6,3;6,2;6,9;33,6;21,8;9,6;2,9;19,2;9,5;9,7;1,4;1,1;1,5;2,6;3,1;2,24;64
"1998";"Alkmaar";5,9;6,4;6,4;6,2;6,7;33,3;22,5;9,7;2,9;19,4;9,5;9,9;1,4;1,1;1,5;2,6;3,3;2,23;65
"1999";"Alkmaar";5,9;6,2;6,3;6,3;6,5;32,9;23,2;9,7;3;19,8;9,6;10,2;1,5;1,1;1,5;2,7;3,4;2,21;65
"2000";"Alkmaar";5,8;6;6,4;6,3;6,4;32,5;23,8;9,7;3;20,1;9,7;10,4;1,5;1,1;1,5;2,7;3,5;2,21;65
"2001";"Alkmaar";5,9;5,9;6,3;6,2;6,5;31,9;24,5;9,6;3,1;20,6;9,7;10,9;1,6;1,2;1,5;2,8;3,9;2,21;114
"2002";"Alkmaar";5,9;5,8;6,3;6,2;6,5;31,6;25;9,6;3,2;21,1;9,8;11,3;1,6;1,3;1,5;2,9;4,1;2,2;114
"2003";"Alkmaar";5,9;5,6;6,2;6,2;6,5;31,3;25,5;9,5;3,3;21,4;9,8;11,5;1,7;1,3;1,5;2,9;4,2;2,19;116
"2004";"Alkmaar";6;5,5;6;6,2;6,4;31,3;25,9;9,4;3,4;21,7;9,9;11,8;1,7;1,2;1,5;2,9;4,5;2,18;117
"2005";"Alkmaar";6;5,4;5,9;6,1;6,5;30,7;26,3;9,5;3,5;21,8;9,8;12;1,7;1,3;1,5;2,9;4,6;2,16;178
"2006";"Alkmaar";6;5,4;5,8;6,1;6,4;30,5;26,7;9,7;3,5;21,7;9,8;11,9;1,8;1,2;1,5;2,9;4,5;2,14;178
"2007";"Alkmaar";5,9;5,5;5,5;6,1;6,3;30,2;27,2;9,8;3,7;21,6;9,7;11,9;1,8;1,2;1,5;2,9;4,5;2,13;184
"2008";"Alkmaar";5,7;5,6;5,4;6;6,2;29,9;27,6;9,9;3,8;21,9;9,8;12,1;1,9;1,2;1,5;2,9;4,6;2,12;196
"2009";"Alkmaar";5,6;5,6;5,3;5,9;6,3;29,3;28;10,1;3,8;22,1;9,9;12,2;1,9;1,2;1,5;2,9;4,7;2,1;205
"2010";"Alkmaar";5,5;5,6;5,3;5,8;6,2;29;28,2;10,5;3,9;22,4;10;12,4;1,9;1,2;1,5;2,9;4,9;2,09;209
"2011";"Alkmaar";5,5;5,5;5,3;5,8;6,1;28,7;28,5;10,7;4;22,6;10;12,6;2;1,2;1,5;2,9;5;2,09;205
"2012";"Alkmaar";5,5;5,4;5,3;5,5;6,2;28,4;28,3;11,3;4,1;22,7;10;12,7;1,9;1,2;1,5;2,9;5,1;2,08;204
"2013";"Alkmaar";5,6;5,3;5,4;5,3;6;28,1;28,2;11,9;4,1;22,8;10;12,8;2;1,2;1,5;2,9;5,3;2,08;193
"2014";"Alkmaar";5,5;5,3;5,4;5,2;5,8;28;28,1;12,4;4,2;22,8;10,1;12,7;1,9;1,2;1,5;2,8;5,3;2,08;181
"2015";"Alkmaar";5,5;5,3;5,6;5,3;5,7;26,8;28,5;13,2;4,1;21,3;9,5;11,8;1,8;1,1;1,4;2,5;5,1;2,11;181
"2016";"Alkmaar";5,4;5,3;5,5;5,4;5,6;26,4;28,6;13,7;4,1;21,6;9,5;12,2;1,8;1,1;1,4;2,5;5,4;2,1;182
"2017";"Alkmaar";5,2;5,3;5,4;5,5;5,5;26,2;28,6;14;4,1;22,1;9,5;12,6;1,8;1,1;1,4;2,5;5,9;2,09;188
"2018";"Alkmaar";5,1;5,4;5,3;5,6;5,4;25,8;28,6;14,5;4,2;22,3;9,5;12,8;1,8;1,1;1,3;2,4;6,1;2,09;202
"2019";"Alkmaar";5;5,3;5,2;5,6;5,3;25,7;28,5;15;4,3;22,3;9,6;12,7;1,9;1,1;1,4;2,4;6;2,08;222
"2020";"Alkmaar";4,9;5,3;5,2;5,7;5,3;25,8;28,2;15,3;4,4;22,6;9,8;12,9;1,9;1,1;1,4;2,4;6,1;2,08;245
"2021";"Alkmaar";4,8;5,1;5,2;5,5;5,4;25,9;27,9;15,6;4,6;22,9;9,7;13,1;1,9;1,1;1,4;2,3;6,3;2,07;
"1995";"Almelo";6,3;6,2;6,3;6,7;7,8;30,3;22,9;10,6;3,1;;;;;;;;;2,39;
"1996";"Almelo";6,3;6,2;6,2;6,6;7,3;30,6;23,1;10,8;3;20,8;10,5;10,3;0,6;0,3;0,4;7,5;1,6;2,39;
"1997";"Almelo";6,2;6,3;6,1;6,6;6,8;30,8;23,4;10,9;2,9;21,2;10,4;10,8;0,6;0,3;0,4;7,6;2;2,37;53
"1998";"Almelo";6,2;6,2;6,1;6,6;6,5;30,8;23,7;10,9;3;21,6;10,3;11,3;0,6;0,3;0,4;7,6;2,4;2,36;54
"1999";"Almelo";6,4;6,3;6,1;6,4;6,2;30,7;24;11;3;22;10,3;11,7;0,6;0,3;0,4;7,8;2,6;2,35;55
"2000";"Almelo";6,4;6,2;6,1;6,3;6,1;30,4;24,3;11,1;3;22,2;10,2;12;0,7;0,3;0,4;7,9;2,7;2,35;55
"2001";"Almelo";6,5;6,1;6,2;6,2;6,1;30,2;24,6;10,9;3,1;21,7;9,9;11,9;0,6;0,3;0,4;7,6;2,9;2,4;95
"2002";"Almelo";6,7;6;6,3;6,2;6,1;30;24,6;10,9;3,1;22;9,8;12,2;0,6;0,4;0,4;7,8;3;2,37;95
"2003";"Almelo";6,8;6,1;6,2;6,2;6,1;29,8;24,8;10,8;3,2;22,4;9,8;12,6;0,6;0,4;0,4;7,9;3,3;2,35;97
"2004";"Almelo";6,7;6,2;6,2;6,1;6;29,6;25;10,8;3,3;22,8;9,8;13;0,7;0,4;0,4;8;3,5;2,34;97
"2005";"Almelo";6,6;6,2;6,2;6,1;5,9;29,4;25,2;10,9;3,3;22,9;9,8;13,1;0,7;0,4;0,4;8,1;3,5;2,33;147
"2006";"Almelo";6,5;6,3;6,1;6,2;5,7;29,1;25,6;11,1;3,5;23,1;9,8;13,3;0,7;0,4;0,4;8,2;3,6;2,32;149
"2007";"Almelo";6,4;6,5;5,9;6,1;5,7;28,7;26;11,1;3,5;23,2;9,8;13,4;0,7;0,3;0,4;8,2;3,8;2,3;160
"2008";"Almelo";6,3;6,6;6;6;5,7;28,3;26,3;11,2;3,6;23,3;9,8;13,5;0,7;0,3;0,4;8,2;3,8;2,29;175
"2009";"Almelo";6,1;6,5;6,1;6,1;5,6;27,8;26,7;11,4;3,7;23,6;9,7;13,9;0,7;0,4;0,5;8,2;4,1;2,28;180
