"Geslacht;""Leeftijd"";""Nationaliteit"";""Perioden"";""Regio's"";""Bevolking (aantal)"""
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2018"";""Veluwe (CR)"";22845"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2019"";""Veluwe (CR)"";24113"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2020"";""Veluwe (CR)"";26101"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2012"";""Achterhoek (CR)"";7695"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2013"";""Achterhoek (CR)"";7539"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2014"";""Achterhoek (CR)"";7597"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2015"";""Achterhoek (CR)"";7747"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2016"";""Achterhoek (CR)"";8500"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2017"";""Achterhoek (CR)"";9420"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2018"";""Achterhoek (CR)"";9943"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2019"";""Achterhoek (CR)"";10066"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2020"";""Achterhoek (CR)"";10497"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2012"";""Arnhem/Nijmegen (CR)"";24118"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2013"";""Arnhem/Nijmegen (CR)"";24036"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2014"";""Arnhem/Nijmegen (CR)"";24014"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2015"";""Arnhem/Nijmegen (CR)"";24264"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2016"";""Arnhem/Nijmegen (CR)"";26177"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2017"";""Arnhem/Nijmegen (CR)"";28764"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2018"";""Arnhem/Nijmegen (CR)"";31123"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2019"";""Arnhem/Nijmegen (CR)"";32702"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2020"";""Arnhem/Nijmegen (CR)"";34531"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2012"";""Zuidwest-Gelderland (CR)"";5809"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2013"";""Zuidwest-Gelderland (CR)"";5968"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2014"";""Zuidwest-Gelderland (CR)"";6303"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2015"";""Zuidwest-Gelderland (CR)"";6784"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2016"";""Zuidwest-Gelderland (CR)"";7448"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2017"";""Zuidwest-Gelderland (CR)"";8126"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2018"";""Zuidwest-Gelderland (CR)"";8746"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2019"";""Zuidwest-Gelderland (CR)"";10503"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2020"";""Zuidwest-Gelderland (CR)"";11493"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2012"";""Utrecht (CR)"";48832"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2013"";""Utrecht (CR)"";49524"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2014"";""Utrecht (CR)"";50407"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2015"";""Utrecht (CR)"";51760"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2016"";""Utrecht (CR)"";55103"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2017"";""Utrecht (CR)"";60034"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2018"";""Utrecht (CR)"";64779"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2019"";""Utrecht (CR)"";70143"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2020"";""Utrecht (CR)"";74964"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2012"";""Kop van Noord-Holland (CR)"";10429"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2013"";""Kop van Noord-Holland (CR)"";10555"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2014"";""Kop van Noord-Holland (CR)"";11082"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2015"";""Kop van Noord-Holland (CR)"";12058"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2016"";""Kop van Noord-Holland (CR)"";12974"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2017"";""Kop van Noord-Holland (CR)"";13988"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2018"";""Kop van Noord-Holland (CR)"";14926"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2019"";""Kop van Noord-Holland (CR)"";16022"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2020"";""Kop van Noord-Holland (CR)"";17830"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2012"";""Alkmaar en omgeving (CR)"";8229"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2013"";""Alkmaar en omgeving (CR)"";8208"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2014"";""Alkmaar en omgeving (CR)"";8376"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2015"";""Alkmaar en omgeving (CR)"";8666"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2016"";""Alkmaar en omgeving (CR)"";9025"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2017"";""Alkmaar en omgeving (CR)"";9981"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2018"";""Alkmaar en omgeving (CR)"";10399"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2019"";""Alkmaar en omgeving (CR)"";10466"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2020"";""Alkmaar en omgeving (CR)"";11059"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2012"";""IJmond (CR)"";7606"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2013"";""IJmond (CR)"";7746"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2014"";""IJmond (CR)"";7997"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2015"";""IJmond (CR)"";8144"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2016"";""IJmond (CR)"";8639"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2017"";""IJmond (CR)"";9195"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2018"";""IJmond (CR)"";9655"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2019"";""IJmond (CR)"";10176"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2020"";""IJmond (CR)"";10462"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2012"";""Agglomeratie Haarlem (CR)"";11804"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2013"";""Agglomeratie Haarlem (CR)"";12129"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2014"";""Agglomeratie Haarlem (CR)"";12551"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2015"";""Agglomeratie Haarlem (CR)"";12885"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2016"";""Agglomeratie Haarlem (CR)"";13740"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2017"";""Agglomeratie Haarlem (CR)"";15049"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2018"";""Agglomeratie Haarlem (CR)"";16004"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2019"";""Agglomeratie Haarlem (CR)"";17394"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2020"";""Agglomeratie Haarlem (CR)"";19120"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2012"";""Zaanstreek (CR)"";8398"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2013"";""Zaanstreek (CR)"";8638"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2014"";""Zaanstreek (CR)"";8937"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2015"";""Zaanstreek (CR)"";9213"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2016"";""Zaanstreek (CR)"";9813"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2017"";""Zaanstreek (CR)"";10582"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2018"";""Zaanstreek (CR)"";11548"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2019"";""Zaanstreek (CR)"";12473"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2020"";""Zaanstreek (CR)"";13329"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2012"";""Groot-Amsterdam (CR)"";127828"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2013"";""Groot-Amsterdam (CR)"";129446"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2014"";""Groot-Amsterdam (CR)"";132255"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2015"";""Groot-Amsterdam (CR)"";138312"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2016"";""Groot-Amsterdam (CR)"";147956"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2017"";""Groot-Amsterdam (CR)"";160784"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2018"";""Groot-Amsterdam (CR)"";174974"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2019"";""Groot-Amsterdam (CR)"";191330"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2020"";""Groot-Amsterdam (CR)"";208878"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2012"";""Het Gooi en Vechtstreek (CR)"";11224"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2013"";""Het Gooi en Vechtstreek (CR)"";10852"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2014"";""Het Gooi en Vechtstreek (CR)"";11003"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2015"";""Het Gooi en Vechtstreek (CR)"";11382"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2016"";""Het Gooi en Vechtstreek (CR)"";12279"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2017"";""Het Gooi en Vechtstreek (CR)"";13225"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2018"";""Het Gooi en Vechtstreek (CR)"";14412"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2019"";""Het Gooi en Vechtstreek (CR)"";15579"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2020"";""Het Gooi en Vechtstreek (CR)"";16631"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2012"";""Agglomeratie Leiden en Bollenstreek (CR)"";22277"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2013"";""Agglomeratie Leiden en Bollenstreek (CR)"";22934"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2014"";""Agglomeratie Leiden en Bollenstreek (CR)"";23519"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2015"";""Agglomeratie Leiden en Bollenstreek (CR)"";24286"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2016"";""Agglomeratie Leiden en Bollenstreek (CR)"";25816"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2017"";""Agglomeratie Leiden en Bollenstreek (CR)"";27160"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2018"";""Agglomeratie Leiden en Bollenstreek (CR)"";28504"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2019"";""Agglomeratie Leiden en Bollenstreek (CR)"";29941"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2020"";""Agglomeratie Leiden en Bollenstreek (CR)"";31485"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2012"";""Agglomeratie 's-Gravenhage (CR)"";85161"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2013"";""Agglomeratie 's-Gravenhage (CR)"";87020"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2014"";""Agglomeratie 's-Gravenhage (CR)"";89141"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2015"";""Agglomeratie 's-Gravenhage (CR)"";93025"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2016"";""Agglomeratie 's-Gravenhage (CR)"";98297"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2017"";""Agglomeratie 's-Gravenhage (CR)"";103676"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2018"";""Agglomeratie 's-Gravenhage (CR)"";110990"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2019"";""Agglomeratie 's-Gravenhage (CR)"";117101"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2020"";""Agglomeratie 's-Gravenhage (CR)"";125828"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2012"";""Delft en Westland (CR)"";16271"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2013"";""Delft en Westland (CR)"";16728"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2014"";""Delft en Westland (CR)"";17453"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2015"";""Delft en Westland (CR)"";18430"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2016"";""Delft en Westland (CR)"";18822"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2017"";""Delft en Westland (CR)"";19704"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2018"";""Delft en Westland (CR)"";21606"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2019"";""Delft en Westland (CR)"";22752"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2020"";""Delft en Westland (CR)"";23801"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2012"";""Oost-Zuid-Holland (CR)"";8898"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2013"";""Oost-Zuid-Holland (CR)"";8806"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2014"";""Oost-Zuid-Holland (CR)"";9094"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2015"";""Oost-Zuid-Holland (CR)"";9834"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2016"";""Oost-Zuid-Holland (CR)"";10820"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2017"";""Oost-Zuid-Holland (CR)"";12304"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2018"";""Oost-Zuid-Holland (CR)"";13279"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2019"";""Oost-Zuid-Holland (CR)"";14296"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2020"";""Oost-Zuid-Holland (CR)"";15107"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2012"";""Groot-Rijnmond (CR)"";89876"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2013"";""Groot-Rijnmond (CR)"";89219"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2014"";""Groot-Rijnmond (CR)"";89939"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2015"";""Groot-Rijnmond (CR)"";92621"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2016"";""Groot-Rijnmond (CR)"";96698"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2017"";""Groot-Rijnmond (CR)"";101815"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2018"";""Groot-Rijnmond (CR)"";106714"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2019"";""Groot-Rijnmond (CR)"";113234"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2020"";""Groot-Rijnmond (CR)"";121336"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2012"";""Zuidoost-Zuid-Holland (CR)"";14655"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2013"";""Zuidoost-Zuid-Holland (CR)"";14644"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2014"";""Zuidoost-Zuid-Holland (CR)"";14839"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2015"";""Zuidoost-Zuid-Holland (CR)"";14936"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2016"";""Zuidoost-Zuid-Holland (CR)"";15388"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2017"";""Zuidoost-Zuid-Holland (CR)"";16313"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2018"";""Zuidoost-Zuid-Holland (CR)"";17073"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2019"";""Zuidoost-Zuid-Holland (CR)"";16515"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2020"";""Zuidoost-Zuid-Holland (CR)"";17137"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2012"";""Zeeuwsch-Vlaanderen (CR)"";8309"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2013"";""Zeeuwsch-Vlaanderen (CR)"";8789"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2014"";""Zeeuwsch-Vlaanderen (CR)"";9300"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2015"";""Zeeuwsch-Vlaanderen (CR)"";9728"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2016"";""Zeeuwsch-Vlaanderen (CR)"";10275"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2017"";""Zeeuwsch-Vlaanderen (CR)"";10918"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2018"";""Zeeuwsch-Vlaanderen (CR)"";11526"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2019"";""Zeeuwsch-Vlaanderen (CR)"";12294"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2020"";""Zeeuwsch-Vlaanderen (CR)"";12790"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2012"";""Overig Zeeland (CR)"";8952"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2013"";""Overig Zeeland (CR)"";8960"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2014"";""Overig Zeeland (CR)"";9334"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2015"";""Overig Zeeland (CR)"";9853"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2016"";""Overig Zeeland (CR)"";10624"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2017"";""Overig Zeeland (CR)"";11376"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2018"";""Overig Zeeland (CR)"";12413"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2019"";""Overig Zeeland (CR)"";12978"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2020"";""Overig Zeeland (CR)"";13516"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2012"";""West-Noord-Brabant (CR)"";24907"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2013"";""West-Noord-Brabant (CR)"";25058"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2014"";""West-Noord-Brabant (CR)"";26112"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2015"";""West-Noord-Brabant (CR)"";27300"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2016"";""West-Noord-Brabant (CR)"";28900"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2017"";""West-Noord-Brabant (CR)"";31349"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2018"";""West-Noord-Brabant (CR)"";33995"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2019"";""West-Noord-Brabant (CR)"";36082"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2020"";""West-Noord-Brabant (CR)"";37289"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2012"";""Midden-Noord-Brabant (CR)"";17432"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2013"";""Midden-Noord-Brabant (CR)"";18143"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2014"";""Midden-Noord-Brabant (CR)"";19099"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2015"";""Midden-Noord-Brabant (CR)"";19944"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2016"";""Midden-Noord-Brabant (CR)"";21950"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2017"";""Midden-Noord-Brabant (CR)"";24039"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2018"";""Midden-Noord-Brabant (CR)"";26245"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2019"";""Midden-Noord-Brabant (CR)"";28449"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2020"";""Midden-Noord-Brabant (CR)"";30990"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2012"";""Noordoost-Noord-Brabant (CR)"";19192"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2013"";""Noordoost-Noord-Brabant (CR)"";19363"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2014"";""Noordoost-Noord-Brabant (CR)"";19866"
"Totaal mannen en vrouwen;""Totaal"";""Totaal niet-Nederlandse nationaliteit"";""2015"";""Noordoost-Noord-Brabant (CR)"";21037"
