"Geslacht;""Leeftijd"";""Burgerlijke staat"";""Perioden"";""Regio's"";""Bevolking op 1 januari (aantal)"""
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2015"";""Zuidwest-Friesland (CR)"";57965"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2016"";""Zuidwest-Friesland (CR)"";57695"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2017"";""Zuidwest-Friesland (CR)"";57559"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2018"";""Zuidwest-Friesland (CR)"";59737"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2019"";""Zuidwest-Friesland (CR)"";59269"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2020"";""Zuidwest-Friesland (CR)"";59203"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2011"";""Zuidoost-Friesland (CR)"";91751"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2012"";""Zuidoost-Friesland (CR)"";91169"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2013"";""Zuidoost-Friesland (CR)"";90423"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2014"";""Zuidoost-Friesland (CR)"";80217"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2015"";""Zuidoost-Friesland (CR)"";79559"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2016"";""Zuidoost-Friesland (CR)"";78833"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2017"";""Zuidoost-Friesland (CR)"";78088"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2018"";""Zuidoost-Friesland (CR)"";77700"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2019"";""Zuidoost-Friesland (CR)"";77541"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2020"";""Zuidoost-Friesland (CR)"";77243"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2011"";""Noord-Drenthe (CR)"";85147"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2012"";""Noord-Drenthe (CR)"";84723"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2013"";""Noord-Drenthe (CR)"";84233"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2014"";""Noord-Drenthe (CR)"";83622"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2015"";""Noord-Drenthe (CR)"";82994"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2016"";""Noord-Drenthe (CR)"";82517"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2017"";""Noord-Drenthe (CR)"";82947"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2018"";""Noord-Drenthe (CR)"";82347"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2019"";""Noord-Drenthe (CR)"";81711"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2020"";""Noord-Drenthe (CR)"";81515"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2011"";""Zuidoost-Drenthe (CR)"";78584"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2012"";""Zuidoost-Drenthe (CR)"";77715"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2013"";""Zuidoost-Drenthe (CR)"";76804"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2014"";""Zuidoost-Drenthe (CR)"";75998"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2015"";""Zuidoost-Drenthe (CR)"";75164"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2016"";""Zuidoost-Drenthe (CR)"";74491"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2017"";""Zuidoost-Drenthe (CR)"";73750"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2018"";""Zuidoost-Drenthe (CR)"";73062"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2019"";""Zuidoost-Drenthe (CR)"";72630"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2020"";""Zuidoost-Drenthe (CR)"";72374"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2011"";""Zuidwest-Drenthe (CR)"";59318"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2012"";""Zuidwest-Drenthe (CR)"";58966"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2013"";""Zuidwest-Drenthe (CR)"";58561"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2014"";""Zuidwest-Drenthe (CR)"";57944"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2015"";""Zuidwest-Drenthe (CR)"";57739"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2016"";""Zuidwest-Drenthe (CR)"";57531"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2017"";""Zuidwest-Drenthe (CR)"";57318"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2018"";""Zuidwest-Drenthe (CR)"";57329"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2019"";""Zuidwest-Drenthe (CR)"";57122"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2020"";""Zuidwest-Drenthe (CR)"";57088"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2011"";""Noord-Overijssel (CR)"";156257"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2012"";""Noord-Overijssel (CR)"";156597"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2013"";""Noord-Overijssel (CR)"";156630"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2014"";""Noord-Overijssel (CR)"";156321"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2015"";""Noord-Overijssel (CR)"";155957"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2016"";""Noord-Overijssel (CR)"";155774"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2017"";""Noord-Overijssel (CR)"";155788"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2018"";""Noord-Overijssel (CR)"";155699"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2019"";""Noord-Overijssel (CR)"";155958"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2020"";""Noord-Overijssel (CR)"";156428"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2011"";""Zuidwest-Overijssel (CR)"";63915"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2012"";""Zuidwest-Overijssel (CR)"";63658"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2013"";""Zuidwest-Overijssel (CR)"";63350"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2014"";""Zuidwest-Overijssel (CR)"";62810"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2015"";""Zuidwest-Overijssel (CR)"";62472"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2016"";""Zuidwest-Overijssel (CR)"";62352"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2017"";""Zuidwest-Overijssel (CR)"";62392"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2018"";""Zuidwest-Overijssel (CR)"";62361"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2019"";""Zuidwest-Overijssel (CR)"";62353"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2020"";""Zuidwest-Overijssel (CR)"";62512"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2011"";""Twente (CR)"";272215"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2012"";""Twente (CR)"";271249"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2013"";""Twente (CR)"";269629"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2014"";""Twente (CR)"";267144"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2015"";""Twente (CR)"";264943"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2016"";""Twente (CR)"";263157"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2017"";""Twente (CR)"";261631"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2018"";""Twente (CR)"";260091"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2019"";""Twente (CR)"";258767"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2020"";""Twente (CR)"";257624"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2011"";""Veluwe (CR)"";297117"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2012"";""Veluwe (CR)"";297218"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2013"";""Veluwe (CR)"";297144"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2014"";""Veluwe (CR)"";296475"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2015"";""Veluwe (CR)"";296661"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2016"";""Veluwe (CR)"";297204"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2017"";""Veluwe (CR)"";298204"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2018"";""Veluwe (CR)"";299485"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2019"";""Veluwe (CR)"";300611"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2020"";""Veluwe (CR)"";302352"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2011"";""Achterhoek (CR)"";183009"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2012"";""Achterhoek (CR)"";181902"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2013"";""Achterhoek (CR)"";180368"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2014"";""Achterhoek (CR)"";178571"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2015"";""Achterhoek (CR)"";176839"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2016"";""Achterhoek (CR)"";175785"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2017"";""Achterhoek (CR)"";175559"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2018"";""Achterhoek (CR)"";175006"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2019"";""Achterhoek (CR)"";174301"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2020"";""Achterhoek (CR)"";173749"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2011"";""Arnhem/Nijmegen (CR)"";279406"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2012"";""Arnhem/Nijmegen (CR)"";278679"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2013"";""Arnhem/Nijmegen (CR)"";277481"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2014"";""Arnhem/Nijmegen (CR)"";275494"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2015"";""Arnhem/Nijmegen (CR)"";273819"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2016"";""Arnhem/Nijmegen (CR)"";272833"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2017"";""Arnhem/Nijmegen (CR)"";272536"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2018"";""Arnhem/Nijmegen (CR)"";271892"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2019"";""Arnhem/Nijmegen (CR)"";271460"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2020"";""Arnhem/Nijmegen (CR)"";271218"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2011"";""Zuidwest-Gelderland (CR)"";107839"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2012"";""Zuidwest-Gelderland (CR)"";107636"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2013"";""Zuidwest-Gelderland (CR)"";107577"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2014"";""Zuidwest-Gelderland (CR)"";107158"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2015"";""Zuidwest-Gelderland (CR)"";106776"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2016"";""Zuidwest-Gelderland (CR)"";106327"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2017"";""Zuidwest-Gelderland (CR)"";106416"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2018"";""Zuidwest-Gelderland (CR)"";106520"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2019"";""Zuidwest-Gelderland (CR)"";106750"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2020"";""Zuidwest-Gelderland (CR)"";107177"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2011"";""Utrecht (CR)"";484906"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2012"";""Utrecht (CR)"";485274"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2013"";""Utrecht (CR)"";485305"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2014"";""Utrecht (CR)"";484495"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2015"";""Utrecht (CR)"";483997"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2016"";""Utrecht (CR)"";484252"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2017"";""Utrecht (CR)"";485308"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2018"";""Utrecht (CR)"";486268"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2019"";""Utrecht (CR)"";503119"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2020"";""Utrecht (CR)"";505661"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2011"";""Kop van Noord-Holland (CR)"";162127"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2012"";""Kop van Noord-Holland (CR)"";161806"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2013"";""Kop van Noord-Holland (CR)"";160974"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2014"";""Kop van Noord-Holland (CR)"";159893"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2015"";""Kop van Noord-Holland (CR)"";158708"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2016"";""Kop van Noord-Holland (CR)"";157860"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2017"";""Kop van Noord-Holland (CR)"";157269"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2018"";""Kop van Noord-Holland (CR)"";156679"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2019"";""Kop van Noord-Holland (CR)"";155983"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2020"";""Kop van Noord-Holland (CR)"";155747"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2011"";""Alkmaar en omgeving (CR)"";96358"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2012"";""Alkmaar en omgeving (CR)"";96284"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2013"";""Alkmaar en omgeving (CR)"";96001"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2014"";""Alkmaar en omgeving (CR)"";95449"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2015"";""Alkmaar en omgeving (CR)"";97869"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2016"";""Alkmaar en omgeving (CR)"";97442"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2017"";""Alkmaar en omgeving (CR)"";97483"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2018"";""Alkmaar en omgeving (CR)"";97569"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2019"";""Alkmaar en omgeving (CR)"";97605"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2020"";""Alkmaar en omgeving (CR)"";97663"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2011"";""IJmond (CR)"";82938"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2012"";""IJmond (CR)"";82496"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2013"";""IJmond (CR)"";82198"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2014"";""IJmond (CR)"";81611"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2015"";""IJmond (CR)"";81033"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2016"";""IJmond (CR)"";80518"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2017"";""IJmond (CR)"";80494"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2018"";""IJmond (CR)"";80359"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2019"";""IJmond (CR)"";80050"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2020"";""IJmond (CR)"";79994"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2011"";""Agglomeratie Haarlem (CR)"";82143"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2012"";""Agglomeratie Haarlem (CR)"";81937"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2013"";""Agglomeratie Haarlem (CR)"";81814"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2014"";""Agglomeratie Haarlem (CR)"";81698"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2015"";""Agglomeratie Haarlem (CR)"";81464"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2016"";""Agglomeratie Haarlem (CR)"";81151"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2017"";""Agglomeratie Haarlem (CR)"";80897"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2018"";""Agglomeratie Haarlem (CR)"";80984"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2019"";""Agglomeratie Haarlem (CR)"";78991"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2020"";""Agglomeratie Haarlem (CR)"";79244"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2011"";""Zaanstreek (CR)"";67487"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2012"";""Zaanstreek (CR)"";67407"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2013"";""Zaanstreek (CR)"";66965"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2014"";""Zaanstreek (CR)"";66572"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2015"";""Zaanstreek (CR)"";66156"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2016"";""Zaanstreek (CR)"";65861"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2017"";""Zaanstreek (CR)"";65646"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2018"";""Zaanstreek (CR)"";65484"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2019"";""Zaanstreek (CR)"";65449"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2020"";""Zaanstreek (CR)"";65425"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2011"";""Groot-Amsterdam (CR)"";405500"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2012"";""Groot-Amsterdam (CR)"";406886"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2013"";""Groot-Amsterdam (CR)"";407137"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2014"";""Groot-Amsterdam (CR)"";407461"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2015"";""Groot-Amsterdam (CR)"";404902"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2016"";""Groot-Amsterdam (CR)"";405442"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2017"";""Groot-Amsterdam (CR)"";407945"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2018"";""Groot-Amsterdam (CR)"";410021"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2019"";""Groot-Amsterdam (CR)"";416228"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2020"";""Groot-Amsterdam (CR)"";420543"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2011"";""Het Gooi en Vechtstreek (CR)"";100588"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2012"";""Het Gooi en Vechtstreek (CR)"";100165"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2013"";""Het Gooi en Vechtstreek (CR)"";99460"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2014"";""Het Gooi en Vechtstreek (CR)"";98735"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2015"";""Het Gooi en Vechtstreek (CR)"";98477"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2016"";""Het Gooi en Vechtstreek (CR)"";98394"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2017"";""Het Gooi en Vechtstreek (CR)"";98420"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2018"";""Het Gooi en Vechtstreek (CR)"";98477"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2019"";""Het Gooi en Vechtstreek (CR)"";98496"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2020"";""Het Gooi en Vechtstreek (CR)"";98701"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2011"";""Agglomeratie Leiden en Bollenstreek (CR)"";167215"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2012"";""Agglomeratie Leiden en Bollenstreek (CR)"";167131"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2013"";""Agglomeratie Leiden en Bollenstreek (CR)"";166874"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2014"";""Agglomeratie Leiden en Bollenstreek (CR)"";166220"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2015"";""Agglomeratie Leiden en Bollenstreek (CR)"";165587"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2016"";""Agglomeratie Leiden en Bollenstreek (CR)"";165324"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2017"";""Agglomeratie Leiden en Bollenstreek (CR)"";165373"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2018"";""Agglomeratie Leiden en Bollenstreek (CR)"";165832"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2019"";""Agglomeratie Leiden en Bollenstreek (CR)"";165931"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2020"";""Agglomeratie Leiden en Bollenstreek (CR)"";166330"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2011"";""Agglomeratie 's-Gravenhage (CR)"";288969"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2012"";""Agglomeratie 's-Gravenhage (CR)"";290506"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2013"";""Agglomeratie 's-Gravenhage (CR)"";290600"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2014"";""Agglomeratie 's-Gravenhage (CR)"";291280"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2015"";""Agglomeratie 's-Gravenhage (CR)"";291312"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2016"";""Agglomeratie 's-Gravenhage (CR)"";291269"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2017"";""Agglomeratie 's-Gravenhage (CR)"";291678"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2018"";""Agglomeratie 's-Gravenhage (CR)"";292570"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2019"";""Agglomeratie 's-Gravenhage (CR)"";293234"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2020"";""Agglomeratie 's-Gravenhage (CR)"";294902"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2011"";""Delft en Westland (CR)"";85978"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2012"";""Delft en Westland (CR)"";85775"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2013"";""Delft en Westland (CR)"";85402"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2014"";""Delft en Westland (CR)"";85157"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2015"";""Delft en Westland (CR)"";85052"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2016"";""Delft en Westland (CR)"";84849"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2017"";""Delft en Westland (CR)"";84854"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2018"";""Delft en Westland (CR)"";85155"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2019"";""Delft en Westland (CR)"";85468"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2020"";""Delft en Westland (CR)"";86078"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2011"";""Oost-Zuid-Holland (CR)"";130525"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2012"";""Oost-Zuid-Holland (CR)"";130356"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2013"";""Oost-Zuid-Holland (CR)"";129984"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2014"";""Oost-Zuid-Holland (CR)"";129595"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2015"";""Oost-Zuid-Holland (CR)"";139691"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2016"";""Oost-Zuid-Holland (CR)"";139685"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2017"";""Oost-Zuid-Holland (CR)"";140063"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2018"";""Oost-Zuid-Holland (CR)"";140854"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2019"";""Oost-Zuid-Holland (CR)"";141635"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2020"";""Oost-Zuid-Holland (CR)"";142001"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2011"";""Groot-Rijnmond (CR)"";550259"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2012"";""Groot-Rijnmond (CR)"";550075"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2013"";""Groot-Rijnmond (CR)"";547226"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2014"";""Groot-Rijnmond (CR)"";544647"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2015"";""Groot-Rijnmond (CR)"";531377"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2016"";""Groot-Rijnmond (CR)"";529372"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2017"";""Groot-Rijnmond (CR)"";528615"
"Totaal mannen en vrouwen;""Totaal"";""Gehuwd"";""2018"";""Groot-Rijnmond (CR)"";527981"
